order_id,user_id,meal_time,day_of_week,day_type,vegetarian,location,payment_method,preferred_cuisine,average_spend,spice_preference,rating,ordered_cuisine,order_amount
O000231,U00231,Dinner,Saturday,Weekend,No,Bengaluru,UPI,Grill,280,Medium,5,Grill,400
O000232,U00232,Dinner,Wednesday,Weekday,No,Pune,UPI,Nepalese,225,Hot,4.3,Pizzas,270
O000233,U00233,Lunch,Wednesday,Weekday,No,Mumbai,Cash on Delivery,North Indian,155,Mild,3.9,North Indian,135
O000234,U00234,Lunch,Saturday,Weekend,No,Delhi,Credit Card,South Indian,240,Medium,4.5,South Indian,270
O000235,U00235,Lunch,Saturday,Weekend,Yes,Hyderabad,Wallet,Japanese,375,Medium,4.1,Japanese,475
O000236,U00236,Breakfast,Sunday,Weekend,Yes,Chennai,UPI,Ice Cream,150,Medium,4.8,Ice Cream,125
O000237,U00237,Dinner,Saturday,Weekend,Yes,Kolkata,UPI,French,225,Mild,4.6,French,240
O000238,U00238,Dinner,Saturday,Weekend,Yes,Ahmedabad,Cash on Delivery,Burgers,150,Hot,4,Burgers,170
O000239,U00239,Dinner,Friday,Weekday,No,Jaipur,Credit Card,Continental,200,Mild,3.6,Pizzas,270
O000240,U00240,Dinner,Wednesday,Weekday,Yes,Lucknow,Wallet,Healthy Food,210,Medium,4.5,Healthy Food,185
O000241,U00241,Lunch,Monday,Weekday,No,Bengaluru,UPI,Desserts,140,Mild,3.9,Desserts,145
O000242,U00242,Lunch,Monday,Weekday,No,Pune,UPI,Naga,270,Mild,4.4,Naga,240
O000243,U00243,Lunch,Saturday,Weekend,No,Mumbai,Cash on Delivery,Chinese,215,Mild,4.5,Chinese,240
O000244,U00244,Lunch,Wednesday,Weekday,No,Delhi,Credit Card,Naga,300,Hot,4.2,Naga,280
O000245,U00245,Lunch,Thursday,Weekday,Yes,Hyderabad,Wallet,Pizzas,170,Medium,4.6,Pizzas,165
O000246,U00246,Dinner,Thursday,Weekday,No,Chennai,UPI,Pastas,205,Hot,4.8,Pastas,285
O000247,U00247,Dinner,Monday,Weekday,Yes,Kolkata,UPI,Snacks,110,Medium,4.2,Snacks,120
O000248,U00248,Lunch,Friday,Weekday,Yes,Ahmedabad,Cash on Delivery,Bakery,180,Mild,4.4,Bakery,135
O000249,U00249,Lunch,Sunday,Weekend,Yes,Jaipur,Credit Card,Healthy Food,240,Medium,4.7,Healthy Food,255
O000250,U00250,Lunch,Saturday,Weekend,Yes,Lucknow,Wallet,Beverages,100,Mild,5,Beverages,100
O000251,U00251,Dinner,Thursday,Weekday,No,Bengaluru,UPI,Street Food,80,Medium,3.6,Street Food,95
O000252,U00252,Dinner,Monday,Weekday,Yes,Pune,UPI,Salads,270,Hot,5,Salads,380
O000253,U00253,Lunch,Wednesday,Weekday,Yes,Mumbai,Cash on Delivery,Indian,190,Mild,3.6,Sweets,250
O000254,U00254,Dinner,Wednesday,Weekday,Yes,Delhi,Credit Card,South Indian,155,Medium,4.3,South Indian,155
O000255,U00255,Dinner,Thursday,Weekday,Yes,Hyderabad,Wallet,Desserts,135,Mild,4.2,Desserts,160
O000256,U00256,Dinner,Monday,Weekday,No,Chennai,UPI,Combo,240,Hot,4.3,Combo,315
O000257,U00257,Lunch,Saturday,Weekend,Yes,Kolkata,UPI,Grill,285,Mild,4.4,Grill,305
O000258,U00258,Evening Snack,Wednesday,Weekday,No,Ahmedabad,Cash on Delivery,Combo,175,Medium,3.5,Combo,105
O000259,U00259,Dinner,Saturday,Weekend,No,Jaipur,Credit Card,Lebanese,155,Medium,4.6,Lebanese,220
O000260,U00260,Evening Snack,Thursday,Weekday,No,Lucknow,Wallet,Burgers,170,Hot,4,Burgers,105
O000261,U00261,Dinner,Tuesday,Weekday,No,Bengaluru,UPI,Beverages,145,Mild,4.7,Beverages,135
O000262,U00262,Dinner,Thursday,Weekday,No,Pune,UPI,Andhra,215,Hot,4,Andhra,230
O000263,U00263,Evening Snack,Friday,Weekday,Yes,Mumbai,Cash on Delivery,Indian,140,Hot,4.8,Indian,100
O000264,U00264,Evening Snack,Wednesday,Weekday,No,Delhi,Credit Card,Indian,210,Medium,4.5,Indian,175
O000265,U00265,Dinner,Monday,Weekday,Yes,Hyderabad,Wallet,Snacks,75,Mild,3.3,Pan-Asian,75
O000266,U00266,Dinner,Tuesday,Weekday,No,Chennai,UPI,North Indian,200,Mild,3.4,North Indian,210
O000267,U00267,Dinner,Thursday,Weekday,No,Kolkata,UPI,Beverages,205,Mild,4.3,Beverages,320
O000268,U00268,Lunch,Friday,Weekday,Yes,Ahmedabad,Cash on Delivery,Juices,90,Mild,4.4,Juices,80
O000269,U00269,Lunch,Tuesday,Weekday,No,Jaipur,Credit Card,Beverages,130,Mild,4.1,Continental,115
O000270,U00270,Dinner,Thursday,Weekday,Yes,Lucknow,Wallet,Rajasthani,175,Mild,5,Rajasthani,225
O000271,U00271,Lunch,Sunday,Weekend,No,Bengaluru,UPI,Mediterranean,410,Medium,4.6,Mediterranean,485
O000272,U00272,Dinner,Sunday,Weekend,Yes,Pune,UPI,Turkish,275,Hot,4.2,Turkish,410
O000273,U00273,Lunch,Saturday,Weekend,Yes,Mumbai,Cash on Delivery,Turkish,235,Medium,4.5,Turkish,295
O000274,U00274,Lunch,Tuesday,Weekday,No,Delhi,Credit Card,Snacks,120,Medium,4.8,Snacks,150
O000275,U00275,Lunch,Wednesday,Weekday,No,Hyderabad,Wallet,Portuguese,325,Medium,4.6,Portuguese,260
O000276,U00276,Dinner,Saturday,Weekend,Yes,Chennai,UPI,Arabian,130,Medium,4.3,Arabian,175
O000277,U00277,Dinner,Thursday,Weekday,No,Kolkata,UPI,Oriya,240,Medium,4.6,Oriya,205
O000278,U00278,Dinner,Thursday,Weekday,No,Ahmedabad,Cash on Delivery,Arabian,240,Mild,4.8,Arabian,305
O000279,U00279,Dinner,Tuesday,Weekday,No,Jaipur,Credit Card,Snacks,130,Medium,4,Snacks,165
O000280,U00280,Dinner,Thursday,Weekday,Yes,Lucknow,Wallet,Home Food,130,Hot,4.5,Home Food,135
O000281,U00281,Lunch,Saturday,Weekend,No,Bengaluru,UPI,Kebabs,125,Hot,4.4,Kebabs,120
O000282,U00282,Lunch,Thursday,Weekday,No,Pune,UPI,Korean,305,Medium,4.3,Korean,305
O000283,U00283,Lunch,Sunday,Weekend,No,Mumbai,Cash on Delivery,Pizzas,215,Medium,4.2,Pizzas,235
O000284,U00284,Dinner,Tuesday,Weekday,No,Delhi,Credit Card,Lucknowi,230,Medium,3.5,Italian,275
O000285,U00285,Dinner,Monday,Weekday,No,Hyderabad,Wallet,Chinese,120,Hot,4.1,Chinese,130
O000286,U00286,Dinner,Sunday,Weekend,No,Chennai,UPI,Burgers,225,Medium,4.8,Burgers,315
O000287,U00287,Dinner,Tuesday,Weekday,Yes,Kolkata,UPI,Ice Cream Cakes,295,Mild,5,Ice Cream Cakes,315
O000288,U00288,Breakfast,Wednesday,Weekday,No,Ahmedabad,Cash on Delivery,Healthy Food,250,Mild,5,Healthy Food,175
O000289,U00289,Evening Snack,Saturday,Weekend,No,Jaipur,Credit Card,Punjabi,185,Hot,4.6,Punjabi,100
O000290,U00290,Lunch,Saturday,Weekend,No,Lucknow,Wallet,Nepalese,210,Medium,4.3,Nepalese,210
O000291,U00291,Lunch,Thursday,Weekday,No,Bengaluru,UPI,Rajasthani,160,Medium,5,Rajasthani,155
O000292,U00292,Dinner,Sunday,Weekend,Yes,Pune,UPI,Arabian,195,Medium,5,Arabian,310
O000293,U00293,Dinner,Saturday,Weekend,No,Mumbai,Cash on Delivery,Indian,245,Medium,4.8,Indian,375
O000294,U00294,Breakfast,Thursday,Weekday,Yes,Delhi,Credit Card,Grill,235,Hot,4.5,Grill,280
O000295,U00295,Evening Snack,Thursday,Weekday,Yes,Hyderabad,Wallet,Pizzas,245,Hot,4.5,Pizzas,155
O000296,U00296,Lunch,Saturday,Weekend,Yes,Chennai,UPI,Biryani,150,Hot,4.7,Biryani,160
O000297,U00297,Lunch,Friday,Weekday,No,Kolkata,UPI,Mexican,145,Medium,3.4,Pizzas,160
O000298,U00298,Lunch,Thursday,Weekday,Yes,Ahmedabad,Cash on Delivery,Bakery,155,Mild,5,Bakery,150
O000299,U00299,Dinner,Sunday,Weekend,Yes,Jaipur,Credit Card,Kebabs,240,Hot,3.8,Kebabs,260
O000300,U00300,Lunch,Monday,Weekday,No,Lucknow,Wallet,Beverages,150,Mild,4.8,Beverages,115
O000301,U00301,Dinner,Tuesday,Weekday,No,Bengaluru,UPI,Lebanese,155,Medium,5,Lebanese,210
O000302,U00302,Lunch,Saturday,Weekend,Yes,Pune,UPI,Chettinad,160,Hot,4.2,Chettinad,190
O000303,U00303,Lunch,Sunday,Weekend,No,Mumbai,Cash on Delivery,Snacks,115,Medium,5,Snacks,130
O000304,U00304,Lunch,Sunday,Weekend,No,Delhi,Credit Card,Indian,190,Hot,4.1,Indian,255
O000305,U00305,Dinner,Saturday,Weekend,No,Hyderabad,Wallet,Jain,170,Medium,4.2,Jain,195
O000306,U00306,Evening Snack,Sunday,Weekend,Yes,Chennai,UPI,Bakery,215,Medium,4.7,Bakery,175
O000307,U00307,Evening Snack,Sunday,Weekend,Yes,Kolkata,UPI,Jain,260,Medium,3.3,Fast Food,150
O000308,U00308,Lunch,Sunday,Weekend,No,Ahmedabad,Cash on Delivery,Ice Cream,225,Mild,4.8,Ice Cream,220
O000309,U00309,Dinner,Saturday,Weekend,No,Jaipur,Credit Card,Pan-Asian,180,Mild,4.5,Pan-Asian,300
O000310,U00310,Dinner,Wednesday,Weekday,No,Lucknow,Wallet,Chinese,170,Hot,3.9,Pizzas,145
O000311,U00311,Dinner,Tuesday,Weekday,No,Bengaluru,UPI,Portuguese,345,Hot,4.7,Portuguese,530
O000312,U00312,Dinner,Wednesday,Weekday,Yes,Pune,UPI,Grill,215,Medium,4.5,Grill,210
O000313,U00313,Dinner,Monday,Weekday,Yes,Mumbai,Cash on Delivery,North Indian,130,Hot,4.9,North Indian,185
O000314,U00314,Lunch,Wednesday,Weekday,Yes,Delhi,Credit Card,Sweets,125,Mild,4.1,Sweets,130
O000315,U00315,Lunch,Tuesday,Weekday,Yes,Hyderabad,Wallet,Snacks,120,Hot,4.5,Snacks,135
O000316,U00316,Breakfast,Wednesday,Weekday,No,Chennai,UPI,American,200,Medium,4.1,American,145
O000317,U00317,Evening Snack,Sunday,Weekend,No,Kolkata,UPI,Tex-Mex,130,Hot,4.9,Tex-Mex,105
O000318,U00318,Breakfast,Friday,Weekday,No,Ahmedabad,Cash on Delivery,Pan-Asian,210,Medium,4.6,Pan-Asian,150
O000319,U00319,Evening Snack,Wednesday,Weekday,Yes,Jaipur,Credit Card,Mughlai,245,Medium,4.1,Mughlai,180
O000320,U00320,Breakfast,Sunday,Weekend,No,Lucknow,Wallet,Italian,200,Medium,4.3,Italian,155
O000321,U00321,Evening Snack,Tuesday,Weekday,No,Bengaluru,UPI,Pizzas,190,Mild,4.8,Pizzas,145
O000322,U00322,Dinner,Monday,Weekday,Yes,Pune,UPI,Japanese,410,Hot,5,Japanese,555
O000323,U00323,Lunch,Monday,Weekday,Yes,Mumbai,Cash on Delivery,Burmese,420,Medium,4,Burmese,375
O000324,U00324,Dinner,Thursday,Weekday,Yes,Delhi,Credit Card,Ice Cream,185,Mild,4.2,Ice Cream,280
O000325,U00325,Evening Snack,Friday,Weekday,Yes,Hyderabad,Wallet,Tibetan,150,Medium,4.7,Tibetan,90
O000326,U00326,Lunch,Sunday,Weekend,No,Chennai,UPI,Beverages,140,Mild,4,Beverages,140
O000327,U00327,Dinner,Friday,Weekday,Yes,Kolkata,UPI,Thai,335,Medium,4.8,Thai,365
O000328,U00328,Dinner,Sunday,Weekend,Yes,Ahmedabad,Cash on Delivery,British,175,Mild,4.2,British,175
O000329,U00329,Dinner,Sunday,Weekend,Yes,Jaipur,Credit Card,Bakery,260,Mild,3.7,Bakery,380
O000330,U00330,Dinner,Tuesday,Weekday,No,Lucknow,Wallet,Ice Cream,190,Mild,3,South Indian,210
O000331,U00331,Dinner,Friday,Weekday,Yes,Bengaluru,UPI,Street Food,60,Mild,4.2,Street Food,75
O000332,U00332,Dinner,Monday,Weekday,Yes,Pune,UPI,Arabian,240,Medium,5,Arabian,265
O000333,U00333,Dinner,Friday,Weekday,No,Mumbai,Cash on Delivery,Waffle,150,Mild,4.5,Waffle,210
O000334,U00334,Dinner,Saturday,Weekend,No,Delhi,Credit Card,Italian,185,Medium,4.8,Italian,235
O000335,U00335,Lunch,Wednesday,Weekday,Yes,Hyderabad,Wallet,Hyderabadi,320,Medium,4.2,Hyderabadi,315
O000336,U00336,Lunch,Sunday,Weekend,No,Chennai,UPI,African,525,Medium,4.1,African,530
O000337,U00337,Breakfast,Saturday,Weekend,Yes,Kolkata,UPI,North Indian,215,Mild,4.4,North Indian,205
O000338,U00338,Dinner,Wednesday,Weekday,Yes,Ahmedabad,Cash on Delivery,Indian,160,Mild,5,Indian,190
O000339,U00339,Dinner,Tuesday,Weekday,No,Jaipur,Credit Card,Burmese,375,Hot,4.4,Burmese,480
O000340,U00340,Dinner,Tuesday,Weekday,Yes,Lucknow,Wallet,Beverages,150,Mild,4.2,Beverages,175
O000341,U00341,Lunch,Sunday,Weekend,No,Bengaluru,UPI,Tex-Mex,215,Medium,4.9,Tex-Mex,225
O000342,U00342,Lunch,Saturday,Weekend,Yes,Pune,UPI,Oriya,280,Hot,4.2,Oriya,275
O000343,U00343,Dinner,Tuesday,Weekday,No,Mumbai,Cash on Delivery,French,230,Hot,4.7,French,320
O000344,U00344,Evening Snack,Monday,Weekday,Yes,Delhi,Credit Card,Mughlai,195,Medium,4.2,Mughlai,185
O000345,U00345,Lunch,Tuesday,Weekday,Yes,Hyderabad,Wallet,Afghani,115,Mild,4.1,Thalis,110
O000346,U00346,Breakfast,Thursday,Weekday,No,Chennai,UPI,North Indian,110,Medium,3.8,North Indian,80
O000347,U00347,Dinner,Saturday,Weekend,No,Kolkata,UPI,Burgers,200,Medium,4.5,Burgers,225
O000348,U00348,Dinner,Tuesday,Weekday,No,Ahmedabad,Cash on Delivery,American,190,Hot,4.5,American,215
O000349,U00349,Breakfast,Tuesday,Weekday,No,Jaipur,Credit Card,Bengali,230,Hot,4.6,Bengali,165
O000350,U00350,Breakfast,Tuesday,Weekday,No,Lucknow,Wallet,Italian-American,130,Medium,4.5,Italian-American,85
O000351,U00351,Dinner,Friday,Weekday,No,Bengaluru,UPI,Beverages,160,Mild,4.3,Beverages,175
O000352,U00352,Lunch,Monday,Weekday,No,Pune,UPI,American,260,Medium,4.2,American,260
O000353,U00353,Evening Snack,Monday,Weekday,No,Mumbai,Cash on Delivery,Fast Food,175,Medium,4.3,Fast Food,130
O000354,U00354,Dinner,Tuesday,Weekday,Yes,Delhi,Credit Card,American,185,Hot,4.7,American,220
O000355,U00355,Lunch,Saturday,Weekend,Yes,Hyderabad,Wallet,Snacks,140,Medium,5,Snacks,165
O000356,U00356,Dinner,Sunday,Weekend,No,Chennai,UPI,Sweets,135,Mild,4.3,Sweets,235
O000357,U00357,Dinner,Saturday,Weekend,Yes,Kolkata,UPI,Street Food,100,Medium,4.4,Street Food,120
O000358,U00358,Dinner,Saturday,Weekend,No,Ahmedabad,Cash on Delivery,Nepalese,180,Medium,3.9,Bengali,240
O000359,U00359,Lunch,Saturday,Weekend,No,Jaipur,Credit Card,Juices,110,Mild,4.2,Juices,115
O000360,U00360,Dinner,Saturday,Weekend,No,Lucknow,Wallet,Biryani,320,Hot,4.2,Biryani,395
O000361,U00361,Lunch,Sunday,Weekend,Yes,Bengaluru,UPI,Healthy Food,220,Medium,4.5,Healthy Food,285
O000362,U00362,Evening Snack,Wednesday,Weekday,No,Pune,UPI,Thalis,215,Mild,5,Thalis,125
O000363,U00363,Lunch,Friday,Weekday,Yes,Mumbai,Cash on Delivery,Middle Eastern,340,Medium,5,Middle Eastern,300
O000364,U00364,Lunch,Thursday,Weekday,Yes,Delhi,Credit Card,Healthy Food,290,Medium,4.1,Healthy Food,320
O000365,U00365,Dinner,Thursday,Weekday,Yes,Hyderabad,Wallet,Indian,175,Medium,4.3,Indian,240
O000366,U00366,Dinner,Monday,Weekday,Yes,Chennai,UPI,Oriental,350,Hot,3.7,Oriental,420
O000367,U00367,Dinner,Wednesday,Weekday,Yes,Kolkata,UPI,Tibetan,110,Medium,4.2,Tibetan,165
O000368,U00368,Dinner,Sunday,Weekend,Yes,Ahmedabad,Cash on Delivery,Gujarati,170,Hot,4.9,Gujarati,170
O000369,U00369,Lunch,Monday,Weekday,Yes,Jaipur,Credit Card,Waffle,140,Mild,4.4,Waffle,155
O000370,U00370,Dinner,Wednesday,Weekday,Yes,Lucknow,Wallet,Pizzas,210,Mild,4.3,Pizzas,250
O000371,U00371,Dinner,Friday,Weekday,Yes,Bengaluru,UPI,Beverages,150,Mild,4.1,Beverages,195
O000372,U00372,Breakfast,Thursday,Weekday,No,Pune,UPI,Juices,115,Mild,3.9,Juices,80
O000373,U00373,Breakfast,Monday,Weekday,No,Mumbai,Cash on Delivery,Afghani,140,Hot,4.2,Afghani,120
O000374,U00374,Lunch,Monday,Weekday,Yes,Delhi,Credit Card,Gujarati,130,Mild,4.7,Gujarati,145
O000375,U00375,Dinner,Monday,Weekday,No,Hyderabad,Wallet,Snacks,135,Medium,4.3,Snacks,140
O000376,U00376,Dinner,Wednesday,Weekday,Yes,Chennai,UPI,Sushi,560,Hot,4.2,Sushi,560
O000377,U00377,Lunch,Saturday,Weekend,No,Kolkata,UPI,Punjabi,170,Hot,3.6,Punjabi,165
O000378,U00378,Lunch,Friday,Weekday,Yes,Ahmedabad,Cash on Delivery,Ice Cream Cakes,240,Mild,4.9,Ice Cream Cakes,200
O000379,U00379,Dinner,Saturday,Weekend,No,Jaipur,Credit Card,Barbecue,330,Medium,4.7,Barbecue,390
O000380,U00380,Dinner,Wednesday,Weekday,Yes,Lucknow,Wallet,Beverages,105,Mild,3.5,Beverages,115
O000381,U00381,Dinner,Sunday,Weekend,Yes,Bengaluru,UPI,Punjabi,185,Hot,3.6,Street Food,240
O000382,U00382,Lunch,Saturday,Weekend,No,Pune,UPI,Andhra,165,Medium,4.1,Andhra,200
O000383,U00383,Lunch,Thursday,Weekday,No,Mumbai,Cash on Delivery,American,305,Medium,4.2,American,305
O000384,U00384,Breakfast,Wednesday,Weekday,Yes,Delhi,Credit Card,Grill,260,Mild,4.7,Grill,220
O000385,U00385,Lunch,Thursday,Weekday,Yes,Hyderabad,Wallet,Japanese,345,Medium,3.9,Japanese,350
O000386,U00386,Dinner,Saturday,Weekend,No,Chennai,UPI,Italian,280,Medium,4.7,Italian,320
O000387,U00387,Breakfast,Monday,Weekday,Yes,Kolkata,UPI,Tibetan,155,Medium,4.5,Tibetan,95
O000388,U00388,Evening Snack,Tuesday,Weekday,Yes,Ahmedabad,Cash on Delivery,Seafood,300,Mild,4.7,Seafood,205
O000389,U00389,Evening Snack,Wednesday,Weekday,No,Jaipur,Credit Card,Snacks,120,Hot,4.1,Snacks,80
O000390,U00390,Evening Snack,Monday,Weekday,Yes,Lucknow,Wallet,Sweets,125,Medium,3.8,Sweets,70
O000391,U00391,Dinner,Saturday,Weekend,Yes,Bengaluru,UPI,Burgers,165,Medium,4.3,Burgers,215
O000392,U00392,Dinner,Wednesday,Weekday,Yes,Pune,UPI,Beverages,170,Mild,4.3,Beverages,215
O000393,U00393,Lunch,Friday,Weekday,Yes,Mumbai,Cash on Delivery,Gujarati,155,Medium,4.5,Gujarati,180
O000394,U00394,Dinner,Wednesday,Weekday,Yes,Delhi,Credit Card,Lebanese,135,Hot,4.7,Lebanese,175
O000395,U00395,Evening Snack,Saturday,Weekend,No,Hyderabad,Wallet,Rajasthani,150,Hot,4.4,Rajasthani,100
O000396,U00396,Dinner,Sunday,Weekend,Yes,Chennai,UPI,Afghani,110,Medium,4.9,Afghani,145
O000397,U00397,Dinner,Sunday,Weekend,Yes,Kolkata,UPI,Andhra,250,Hot,4,Andhra,350
O000398,U00398,Lunch,Friday,Weekday,Yes,Ahmedabad,Cash on Delivery,Steakhouse,380,Medium,3.9,Snacks,310
O000399,U00399,Breakfast,Thursday,Weekday,Yes,Jaipur,Credit Card,Middle Eastern,315,Hot,4.2,Snacks,285
O000400,U00400,Breakfast,Saturday,Weekend,No,Lucknow,Wallet,Hyderabadi,320,Hot,4.6,Hyderabadi,235
O000401,U00401,Dinner,Friday,Weekday,No,Bengaluru,UPI,Lucknowi,130,Mild,4.6,Lucknowi,170
O000402,U00402,Dinner,Monday,Weekday,No,Pune,UPI,Bakery,230,Mild,3.4,Ice Cream,295
O000403,U00403,Lunch,Saturday,Weekend,Yes,Mumbai,Cash on Delivery,Ice Cream Cakes,175,Mild,4.3,Ice Cream Cakes,200
O000404,U00404,Dinner,Friday,Weekday,No,Delhi,Credit Card,Indian,160,Medium,4.5,Indian,270
O000405,U00405,Breakfast,Tuesday,Weekday,No,Hyderabad,Wallet,Burgers,130,Hot,4.2,Burgers,85
O000406,U00406,Lunch,Sunday,Weekend,No,Chennai,UPI,Oriya,220,Medium,4.6,Oriya,260
O000407,U00407,Lunch,Saturday,Weekend,Yes,Kolkata,UPI,Burgers,150,Mild,3.6,Pizzas,165
O000408,U00408,Lunch,Friday,Weekday,No,Ahmedabad,Cash on Delivery,South Indian,170,Hot,3.6,South Indian,185
O000409,U00409,Breakfast,Saturday,Weekend,No,Jaipur,Credit Card,North Indian,140,Medium,4.8,North Indian,115
O000410,U00410,Dinner,Friday,Weekday,No,Lucknow,Wallet,Biryani,245,Hot,4.2,Biryani,275
O000411,U00411,Dinner,Saturday,Weekend,Yes,Bengaluru,UPI,Mughlai,260,Medium,5,Mughlai,345
O000412,U00412,Lunch,Thursday,Weekday,No,Pune,UPI,Grill,240,Medium,4.8,Grill,280
O000413,U00413,Dinner,Saturday,Weekend,No,Mumbai,Cash on Delivery,Seafood,240,Medium,4.8,Seafood,310
O000414,U00414,Lunch,Thursday,Weekday,Yes,Delhi,Credit Card,Pastas,180,Medium,4.4,Pastas,225
O000415,U00415,Dinner,Sunday,Weekend,No,Hyderabad,Wallet,North Indian,235,Medium,4.2,North Indian,300
O000416,U00416,Lunch,Sunday,Weekend,No,Chennai,UPI,Chaat,130,Medium,4,Chaat,110
O000417,U00417,Lunch,Saturday,Weekend,Yes,Kolkata,UPI,North Indian,215,Hot,4.6,North Indian,205
O000418,U00418,Lunch,Thursday,Weekday,No,Ahmedabad,Cash on Delivery,Indian,130,Medium,4.7,Indian,125
O000419,U00419,Dinner,Saturday,Weekend,Yes,Jaipur,Credit Card,Japanese,400,Medium,3.8,Japanese,465
O000420,U00420,Breakfast,Monday,Weekday,No,Lucknow,Wallet,Naga,205,Hot,4,Naga,95
O000421,U00421,Dinner,Tuesday,Weekday,Yes,Bengaluru,UPI,Fast Food,95,Medium,4,Fast Food,115
O000422,U00422,Dinner,Sunday,Weekend,No,Pune,UPI,Rajasthani,135,Hot,3.7,Rajasthani,205
O000423,U00423,Dinner,Saturday,Weekend,Yes,Mumbai,Cash on Delivery,South Indian,165,Hot,5,South Indian,225
O000424,U00424,Lunch,Sunday,Weekend,Yes,Delhi,Credit Card,Italian,290,Mild,3.7,Italian,285
O000425,U00425,Dinner,Wednesday,Weekday,No,Hyderabad,Wallet,Continental,260,Medium,3.5,Continental,330
O000426,U00426,Lunch,Sunday,Weekend,Yes,Chennai,UPI,Ice Cream Cakes,270,Mild,4.9,Ice Cream Cakes,305
O000427,U00427,Lunch,Thursday,Weekday,Yes,Kolkata,UPI,Mughlai,220,Medium,4.5,Mughlai,120
O000428,U00428,Lunch,Tuesday,Weekday,No,Ahmedabad,Cash on Delivery,Italian-American,155,Mild,3.9,Healthy Food,130
O000429,U00429,Dinner,Thursday,Weekday,No,Jaipur,Credit Card,Chaat,110,Medium,4.7,Chaat,145
O000430,U00430,Dinner,Tuesday,Weekday,No,Lucknow,Wallet,Snacks,80,Hot,3.4,Thai,100
O000431,U00431,Dinner,Friday,Weekday,Yes,Bengaluru,UPI,Pizzas,225,Mild,4.4,Pizzas,290
O000432,U00432,Breakfast,Saturday,Weekend,Yes,Pune,UPI,Ice Cream,175,Medium,4,Beverages,135
O000433,U00433,Dinner,Wednesday,Weekday,Yes,Mumbai,Cash on Delivery,Pizzas,245,Medium,4.7,Pizzas,365
O000434,U00434,Breakfast,Friday,Weekday,No,Delhi,Credit Card,North Indian,225,Medium,4.7,North Indian,175
O000435,U00435,Lunch,Saturday,Weekend,Yes,Hyderabad,Wallet,South Indian,170,Mild,5,South Indian,185
O000436,U00436,Evening Snack,Saturday,Weekend,No,Chennai,UPI,Bengali,280,Mild,4.1,Bengali,190
O000437,U00437,Lunch,Saturday,Weekend,No,Kolkata,UPI,Mughlai,260,Hot,3.5,North Indian,300
O000438,U00438,Dinner,Sunday,Weekend,No,Ahmedabad,Cash on Delivery,Italian-American,175,Mild,4.6,Italian-American,245
O000439,U00439,Dinner,Sunday,Weekend,Yes,Jaipur,Credit Card,Ice Cream,200,Mild,5,Ice Cream,285
O000440,U00440,Dinner,Tuesday,Weekday,No,Lucknow,Wallet,Mangalorean,230,Hot,4.4,Mangalorean,235
O000441,U00441,Dinner,Sunday,Weekend,Yes,Bengaluru,UPI,Italian,235,Hot,4.2,Italian,280
O000442,U00442,Dinner,Friday,Weekday,No,Pune,UPI,Gujarati,160,Mild,4.5,Gujarati,225
O000443,U00443,Dinner,Thursday,Weekday,No,Mumbai,Cash on Delivery,Chaat,155,Mild,4.4,Chaat,250
O000444,U00444,Lunch,Saturday,Weekend,No,Delhi,Credit Card,Italian,185,Medium,5,Italian,205
O000445,U00445,Breakfast,Saturday,Weekend,No,Hyderabad,Wallet,Bakery,195,Mild,3.6,Bakery,145
O000446,U00446,Dinner,Tuesday,Weekday,No,Chennai,UPI,Pizzas,175,Medium,3.8,Pizzas,235
O000447,U00447,Breakfast,Sunday,Weekend,Yes,Kolkata,UPI,Biryani,255,Mild,4.9,Biryani,190
O000448,U00448,Dinner,Monday,Weekday,Yes,Ahmedabad,Cash on Delivery,Thalis,135,Medium,4.7,Thalis,125
O000449,U00449,Dinner,Saturday,Weekend,No,Jaipur,Credit Card,Arabian,140,Medium,3.8,Chinese,215
O000450,U00450,Dinner,Saturday,Weekend,No,Lucknow,Wallet,South Indian,190,Hot,4.1,South Indian,245
O000451,U00451,Lunch,Wednesday,Weekday,Yes,Bengaluru,UPI,Continental,360,Medium,4,Continental,360
O000452,U00452,Evening Snack,Saturday,Weekend,Yes,Pune,UPI,Sweets,190,Mild,4.3,Sweets,150
O000453,U00453,Breakfast,Thursday,Weekday,No,Mumbai,Cash on Delivery,Snacks,125,Medium,5,Snacks,95
O000454,U00454,Lunch,Saturday,Weekend,Yes,Delhi,Credit Card,Ice Cream Cakes,190,Mild,4.6,Ice Cream Cakes,200
O000455,U00455,Breakfast,Saturday,Weekend,Yes,Hyderabad,Wallet,Fast Food,95,Medium,4.6,Fast Food,80
O000456,U00456,Lunch,Sunday,Weekend,No,Chennai,UPI,Combo,195,Medium,5,Combo,175
O000457,U00457,Lunch,Saturday,Weekend,Yes,Kolkata,UPI,Sweets,140,Hot,4.6,Sweets,145
O000458,U00458,Dinner,Tuesday,Weekday,No,Ahmedabad,Cash on Delivery,Nepalese,175,Hot,4.4,Nepalese,210
O000459,U00459,Dinner,Tuesday,Weekday,No,Jaipur,Credit Card,Mughlai,265,Hot,4.3,Mughlai,340
O000460,U00460,Dinner,Tuesday,Weekday,Yes,Lucknow,Wallet,Chinese,210,Mild,4.5,Chinese,225
O000461,U00461,Dinner,Sunday,Weekend,Yes,Bengaluru,UPI,Desserts,240,Mild,3.3,Indian,340
